InnovationID,InnovationName,InnovationDescription,Category,Invention,Patents,CoInventor,Completed ,ConnectedWoman,Bundle
873,"CEO Yahoo!, Head of Search for Google, Co-founder of Sunshine Contacts","She was a long-time executive, usability leader and key spokesperson for Google (employee No. 20).[5][6][7] Mayer later co-founded Sunshine, a startup technology company.[8]","Computer Science Usability ",NULL,NULL,NULL,yes,904,undefined
874,community organizer for the disability rights movement in 1974.,"meaningful regulations for Section 504 of the Rehabilitation Act of 1973, which was the first U.S. federal civil rights protection for people with disabilities.[7] After an ultimatum and deadline, demonstrations took place in ten U.S. cities on April 5, 1977, including the beginning of the 504 Sit-in at the San Francisco Office of the U.S. Department of Health, Education and Welfare. This sit-in, led by Judith Heumann and Cone,[5] lasted until May 4, 1977, a total of 28 days, with more than 150 people refusing to leave.[6] It is the longest sit-in at a federal building to date. Joseph Califano signed the unaltered regulations on April 28, 1977.[8][9][10][11][12][1]  During the 504 Sit-in.  During her time at University of Illinois, she became Marxist.[4]  After the Section 504 regulations were signed, Cone focused on transportation. She successfully fought to advance inclusivity for Americans with disabilities & paved the way for the Americans With Disabilities Act.  Spearheaded efforts (& was successfully) to get ramps & curb cuts installed in Oakland, CA.  In 1979 organized Disabled People's Civil rights Day.",Social Justice Disabilities,None,None,None,yes,905,undefined
875,"Photography for WIRED Magazine ","Anna Goldwater Alexander is the Director of Photography of WIRED Magazine. She has been producing photo shoots and commissioning WIRED photographers for over twenty years. Anna was the 2019 recipient of the National Magazine Awards General Excellence, Design and Photography by American Society of Magazine Editors. She was nominated as Photo Editor of the Year by the Lucie Foundation in 2021. Most recently, Anna received a National Magazine Award for producing the Best Profile Picture in 2023. Anna has also been awarded honors from the Society of Publication Design, American Photography, Art Directors Club and Communication Arts. Anna has a Bachelor of Fine Arts in Photography from the University of Arizona. She resides in Northern California with her husband, two teenagers, three cats and Trout the dog. Alexander is interested in all genres of photography, and video and animation.",Arts - Photography,NULL,NULL,NULL,yes,906,undefined
876,"Study of southern pine trees and turpentine production ","Gerry's research in the area of southern pines and turpentining proved to be her most influential efforts. Working in Mississippi, Gerry performed pioneering work in microscopical studies of the anatomy of resin-yielding pines, and successfully developed methods to increase yield as well as prolong the working life of trees. She worked toward developing best methods stating, ""The microscope reveals many secrets concerning the activities of the tree in producing turpentine and gives these results more quickly than experimental methods alone.""[3] Based on her field-based research, Gerry was able to develop a program of ""More turpentine, less scar, better pine"" that many later attributed as a savior for the struggling industry.",Forestry Products Research,NULL,NULL,NULL,yes,618,undefined
879,Traditional pharmacology and culture.,"he was selected by women elders for training in traditional pharmacology and culture. She studied anthropology at the University of Pennsylvania with Frank Speck. Beginning in 1934, Tantaquidgeon worked with the Bureau of Indian Affairs for more than a decade, including several years among western Native American tribes. Together with her father and brother, in 1931 she founded the Tantaquidgeon Indian Museum, the oldest to be owned and operated by Native Americans.","Ethnology, Traditional Pharmacology",NULL,NULL,NULL,yes,620,undefined
880,"2024 - Designed Sylvee, a device to monitor COPD symtoms ","* Artunduaga designed Sylvee, a wearable chest device, that detects COPD exacerbations * Device monitors respiratory health & management without having to use hospital equipment * Founded Samay to produce and market the device.",Medical Equipment,"systems, devices & methods for performing active auscultation & detecting sonic energy measurements",11647919; 11457836; 11147473; 11000210; 10709355,None,"done ",896,Medicine
881,"""Mother of the Blues"", she bridged earlier vaudeville and the authentic expression of southern blues,","Ma Rainey created what is now known as ""classic blues"" while also portraying black life like never before. As a musical innovator she built on the minstrelsy and vaudeville performative traditions with comedic timing and a hybrid of American blues traditions she encountered in her vast tours across the country. She helped to pioneer a genre that appealed to North and South, rural and urban audiences.[31]  Her signature low and gravelly voice sung with Rainey's gusto and authoritative style inspired imitators from Louis Armstrong, Janis Joplin and Bonnie Raitt among others.[31]  In her lyrics, Rainey portrayed the black female experience like few others of the time reflecting a wide range of emotions and experiences. ",Arts - Music,NULL,NULL,NULL,yes,907,undefined
882,Pioneer of modern contemporary dance,"pioneer of modern contemporary dance; is known as the Mother of Modern Dance; her innovative technique emphasized natural movement in contrast to the rigidity of traditional ballet; emphasized what she called ""evolutionary"" dance motion, insisting that each movement was born from the one that preceded it, that each movement gave rise to the next, and so on in organic succession; opened several school to teach her philosophy of dance; her autobiography ""My Life"" was published in 1927",Arts - Dance,None,None,None,yes,908,undefined
883,Innovator in African-American modern dance,"Dunham was an innovator in African-American modern dance as well as a leader in the field of dance anthropology, or ethnochoreology. Taking inspiration from African-based dance where one part of the body plays against one another, she focused on articulating the torso in her choreography; this became known as the Dunham Technique. At the height of her career in the 1940s and 1950s, Dunham was renowned throughout Europe and Latin America and was widely popular in the United States. The Washington Post called her ""dancer Katherine the Great."" For almost 30 years she maintained the Katherine Dunham Dance Company, the only self-supported American black dance troupe at that time. Over her long career, she choreographed more than ninety individual dances. She was a pioneer of Dance Anthropology, established methodologies of ethnochoreology, and her work gives essential historical context to current conversations and practices of decolonization within and outside of the discipline of anthropology.  As part of her Masters thesis did ethnographic studies of dance in Haiti, Jamaica, Martinique & Trinidad.  Developed the Dunham Technique of Dance.",Arts - Dance,None,None,None,yes,909,undefined
884,"Research on blood clotting and thrombin, allergies, and researched cancer using antimetabolites.","During World War II, Hirose was connected with the Kettering Laboratory of Applied Physiology, University of Cincinnati. She also taught microbiology and did research on cancer at Indiana University using antimetabolites. In 1946, she published a paper called ""Diffusion of sulfonamides from emulsified ointment bases"", which concerned the characteristics of diffusion of sulfa drugs in various types of bases. In 1958, she joined the Lebanon (Pennsylvania) Veterans Administration Hospital as a bacteriologist. Prior to this, she was affiliated with the Ft. Benjamin Harrison Hospital in Indianapolis and the VA Hospital in Dayton, OH.",Biochemistry,NULL,NULL,NULL,yes,621,undefined
